id;n;e;d;p;q;t1;
0;b464c984aa67d4a8220c889b0981b29fdf294d8b04bb2b033444ce9dd468e80590f872072366a4f6e6b44eeb6fcb5149e90b567add8eea8fba556294e991c1e6d2ad62ee808833f7140eb0deac5386c309ddd445c2f0d9a91bfafcfa4cb161bb86ebbcea904c208822be9fc17f1a5c7165588af48b2410627b29021c5bbf3fec0b3a1eed2c76f76af13c3b519a05b890edd0e6cb6f28b6eda05594ff60a07bdaf1695a5b7753347ff5a0ff140d3f601bf52ff24180a95d8a9d1d712267312fda949acddce2c979133fb811efd50dcc817738cf244175962f231a87bc33e37edc617fb98903bb124fc88998e884b45b3b3f1f5d144ae9a1805d7f49bc92d2f527;10001;775b204299052e1d38ba16408e5fb43237537aacfaaa6461305a3e630b418612f8c2899fd37a7cb7a819b105f1e81296d68cdbe15b6ace23dee3d3e037526b7b2ff5ecb9656db90447cf18939c6d7f82d8aa5f62f102aee147541fc1f4b080bbb51f90d59a37e4666ea6b5c92f31dfec5f63e03cc13b5163f79d407a46f21976149633865740eb47a9d40de0016328ad70830457cb80061975656ff812e1ca49fd9ffb2b813bb553776d520e0082f4187492d03ca197166297f820039d27cced2df8241369591570c10b579b6aa512186bb126d5444fa8b280850f11eac05cb7249841191d270bfa82d18e5a3f9fe140eb8f07eda46fd1bd5b54f8f6689cbca1;ece1dbac50e6b79aa5b9762266491d0aa6a676f6d78ce727889efa9f00c75e76938601d243070c54e67923b7815e892a9273c31127acb2af2c9d3c66f925de3544f47ebaeba194ae05caacdfebd7653dfab09abc11e4e07f34c0ed285b96ad88f5b1db2977cd32cf18d7bd743a6d815b747bbd7a96d098265832b11384833f7f;c2f3d6b0fa50946650c14b08e10a9ba399d9fc9e80aded42a758ddcff97d329f950d9fc3244477851c724571db10e79857402a23746aea34ea47a5d6a3b081a3435caa3e1830c44daad4ad7c3e75d7520be3ec3f98aec1088a2a5426c17c76e1fd65262ac0e29d1f845f53c3456949e0485dd1f1a4e795dad5c28d6040bf1e59;471581251;
1;c428232a0c199c35eba2072bd6216d4d650e40dd489f38ee0419af291d5d342a6764e19e3a8664d3086f8f399de283c39e77c7006a7b59359d076b8e55c24d3d4b34714dcf7fe23400ce40d92d67559e2e90257b871074169a0c735faf1aad7d5428dad7921ded362a6186cb78c6961bdff357c88dc740c88a31c423e632ae93eb8584b48b09366da4a03068ff1781915aecd9d5275c7c8eec3c427f1ad387373836aedaa7659691f04a8520cd1ee85a8eec4dc63aec236140d331fd62e8b28801bfb6551121a0734a31ac64580b87ee83390fd0e075beff3515e64bff19b7205e6fb4c75bcce3d6edcc9a5f7302951d2a585b847972a3134655a87c547763fb;10001;6038a0273c1044045f35f7f694ef88c27253ef959cce1e0b038fe5d0714b0b0fd1f0368c7b80f96c5bb2fdbaf1abef9ec1d95790e8aae133df77885725d24e3946eeceb5b097b6ca73aab93ccf7ce50ed720768285da98578df19596d63a6be812a487d53f23d6fcbf05602de76ce2ad81c9c8c1e46a5d6902012f89bc9e17ec33b2edbb15345babe48cb1291fc558a92229df967178e16211213ea2532a75b6a81c7156225a14b91f8ee2da93b66a7eb684c358db3a5dc59918b1d94a4d14ca1ddfb28bea4c8593074ee4bf447a92723a83c91f5db0a94ee74303432488eaacd9d5068bb596bc831a052f1b4e9f0d2b6bd363716871c3196b8b1dedf6970461;e4b60f93e98d7274c0f516ab658b13cfcdbcec507593c61a9b45e3e640864e43bb280c72ce26171668e6abe3747e85a891d97d2dbdc93b446cb4d835c10a27c44e1b367094bdf5349866643e661694eceebc070d7b7b1bc0271a1ae7c73422af7157819b94fa718ea786dd69a5ec0ea46ab47a52825342184361400ae7871aa5;db8fb57c57d831ecf983bfb5e24fefe2e91f391a2bb08baf416c7b2c200d8295ec32c691dd631ddc43626d88b89739ea3352a1fb7768b84529c08d8e749e9ef7278a3fe75065b560ac9e5e7dd949c80ff8444eb7efdb4550f387d4a4b8bd8c1d0dd2fb22e38079053c7dca34fbab702fdc9a8d7ae08386fcbe0d977b1ac8621f;144792531;
2;a76ac976b7f32d3cdbeac718d6dbf6bacf7d88d8207b132b1ca140bd0d65c2b8d03817d42207c577b8c73090e147ffd635742434505cd8d570ab73380c0d1749698612eb8e088ece585d0b0b22ee7a0023e5584e0dc52c72eca85c9a09cc0e118ad857c7ff18e7b9a6e903e24be8f29850f0cfa90eab4589ec15b41ae573bf206b15b3e9d9bf25fac9411ddb441ad0adff59d49143d502d60b364fedcf50a42e49fa92db43a5b30824f9e06cb482ab77d78a94557ae9d10f932ffc2c242709ea9dd681658ca21760fbee295f00b22686aa86f9df318691a441feba2d8b902cb70f8e5768f93815b8719d8ccfff03e9dbb868dd0dfdbe43545579fb830755d7cf;10001;1fc943a4f9b9fefdce175e63d5ef7f81ea81402920c99d5313257ea0265a0ac5822b14431f8ef02c11f627bf6a367c59945e8fbd2b00e5de687cf4ec504570056d369a8304bd95379249601e662c77176db94eb1cb258391f262e8ea0a3026ffa7a7f9caac217365a94e1681b1bdf1c97f9ca920c4fb39c1bd0445e4d169cf80ae849a9d9d3dce5febad5b694059df236a60c45ae5f24c464b4ecd30117770a3af6474829451d1262b826950c733fd31af524322d0cb3b2313a51f9ca583eb1e4328b1ebb008ade1d5b564538b892dea6ba7efb5df25aa01f72b733e6ef50fc15e76e817c27ec4c635b964f79b579c30810c7f46470c7459bf267d34f059a639;c64c8677af251e3ea6a72496dc14f2d5a339c2c21975e72141a339e22361c0b2ed6856e7aead6563087d0bc483fe858d994f546b78980ca162a42f5e4acf649d8ce8bb623fd3181b0b0cb1ab99f96e5a5e379477e47fd30a48410f69b4470461fde96d9d762cb58fde1e9ae2f529ac092684fb146cb41160c2bd7d8d3de588b5;d821d91178f028fce140d89aa2d74703399e85907dd09c034e40cd1d35266a47697d1b5ca2a4b3c60e969d003c1aa32cd4766919ed4ac0c853f857998c385703921cd84105bd33d96c27854d26f80e921b2c2a8bb82f308177ee9fcd32aa1b76fd9980ffb210b821f0ee0242f2c8e84b7a306920fffab72467b62b2445b144f3;274563027;
3;cc5d5ca7e24e4b3b96ee177f70cf5fb7b823f8f861b4c45a528a1726052ee3250231aafb2cdce45a951e1467e8b0994741aea6fe9dc7eb0ac878e8940d34d422707d4fdefe330a1ac44da49eb296acceb56aa6d797eb62919782147eba4de5ed8ecf4d7a614e1b51d9b9d19587484f1fe61a39735fd4cc4bdeffb1894989d0d8ca07f4c4370c42f3d08bf578b7836072606bbbf19e6a770330c852bb594d2f9b0b94997cabad4fa80f9f0018176f5c0e5f42f19f623611f0b3d63d09a6b8d006945af98afb69fc6bf21c9b9f0a932c1db32236d05a5ee21b54184e2ef9339175c138a6dccf02b40a7b6cfeaec674868ae9e70ddce65da35e8fc2bf226231aa61;10001;c41eb0a5986344859a31413196e41bda6687770d7e4e88c499435635b171aea03c7bc7b725f591db70111eca1d1f24e9a219e6bea05253b8d46c5bde80d1fae656079c17c6e0da4897ac5f57c0d1226378ec31d2e2430d23e53efb4626aa4d066e2f790e01c580284b86aca00fe48fb2701328a1150d5545566b11484bdf4b2098e4f5339b1f613b28098b34afa92c5c685a644851abaf479e9ba9ce1bcfe4a743aa2836c23085b8ff14230e9771517881bb6af0a66d9353faef0b5ce785fd506b4ec69e6b6caa09787eb8af5562050c2d6a35dbf1dd5d41855bae85120e71523259b4864f38c56f2b37ac29ecfb379531b933e711b678ca5986c654132b8871;f323af59085e3659ada658551879aac8fdb92c4ee5a305c48f09bf8eb9fbcc66cacc9ccbeade85130069342e509a35df8dd5b98066d6f5fc57b866a7c0664188e6acfff6698486439d2f450d87299834f038e978d519d1474cd8ca5658656678d420e18908164e567cf5fdde21151fa4e43b2d2db54353f1805dbfaf14faafd5;d72ca26ac0edfa4237f23b28d3ecdee6909ccc5078a765717ce7f7155541c36e9290ee6756726afc974a9883623454f4e5379e0d4524833c176da9337d493e82871fb902be4ee537cf3067ce6d3a2e22d6063dd85fdc8b9dd6255f0e08993d28e560322fa5248edd002cd188eaadcaa56d7a3221cdc432e39e17184f18efa25d;129922868;
4;c64048e211301cb8e3209226ea75f6e8468f45381fd0c5857d904ae27ee3dad8a4194072c82a9e3e07d3175f9bd0f7003950549082bb0c369e2920f38dc5bc7b4e72baecf380b8e5239898f227a4238d440f4354c134a40f2e9de51ca9011d610e05dd74c937c61642acaae13762b857ff1146da9bd35be4c79052faf137f7db38754dc9992128eecbeef7132a1adca09465c49b288e9a2f148e71405c2fab0b005145513dbfb3890e0e4a067ac9f0ff8ae5454981c1e0c15412d35f83cc421b6106b890b4cfc25e13077b9bd6204944e2f5220aa9782e4a21ff1d3252de1161905764b7c73e80200588eb1e3e6fe92c1d36bc4761d763a416bdf3976884d269;10001;1812ba46e93b64617702ff7c464028c92fb839f984b37f28a4849ef33de14133c9495fb0106a4c68cfde6c1a29fb87e2b912ee11d62e0c5f9d78f50d5e0bc2c55e53442b7dae05c59d3aec678b34bd346c2d4649c66433ffbbf3645cc490e41662f3875ea50866bf513d524aa2c514096b6997a6f8010449958a0ae979dd07f599f4e955cdd531ef3f06a48097648329e916cf0b9b4c0d35fe03ccab78775e9269632e579cedf1227fd0a8e34da71b49378d7b83376237ce8a1e8291a2ab76c5e826a621027dac8b44e250e4478936a6f2027ad45d095564364e44449df74999f74225867a9958867891c27b9c2828243ac13d55a4adaa2532e2d1a3b9301f39;d809bed37f8f9531fe6e2519663cc82fa0ebee94f6713a3a40982ed10a568d748d334e7f872cf4ac917875145bb52d345c3442d3cd4f608b27ec4e7fd5b23fbea592cb7d439c07ba3aac35227919be720c2ef5964c10fc6095ffb806e92143db3d08e6f6e83e4ffec85bd98b4387bb9a9d5c614bfb165df5031fc1a491790247;eaec41bba4c372448648ed05abc508d8c8bb854455c4d468047ab57e87fe55709ed0c47b444262b723e3fac70fe25baf4c124109b79e3653d5a59062b23f893c04d827c3525cbe46e53cc951655768a7b61be8ae040c3524cfcb53d594341956b013fba46e077c81321a3f8816211b7a1db0ca5283a9f678ef75a53974ceadcf;145811706;
5;d415056d16640ea2d201240f56c34ec9ce939126aff69497834e63d491cfc3b8e7440eb304568357aa79fb4b76e5dac66ecd4324b54fc48f28518ed93302d45e4f134a61c3f6762357d84088306b5b1b5152a6a19a24535aaada494ed5e1967f431741cbd2eecfe08360c9356205a674da543e2ec0d44f831832411275285f97cdf8c9daaa733d843ee15b2bf71290e40702178d612b057e6dd5705b2ac6d7404a0eb3244b4baea0cec2b1b5fe2255a86cbb23b4f465b31b8e7eca69ca16f216332914fd9b7a1260e638b0356ed245b97f6accb76f68c16ee235a41d4407b1a3adedcbd4abf0c2d4683520c2c3d62542cb8cdfe1f0667d67da6feb6a2e24c111;10001;587e54ff49c28260ea23d3ba1ac7f00e41064e20c877a954f7533450b46eef0a2e65b5847920e839224737d62b4c89d716d0cb5d7bd247003d209aec825e81e2c0381a6764ef6828233576e7dcdc4eedbd2731a468bf1390d78db1dd155dc600602c4a261463d595a6fc31b8f6a7c8e7255ad57f88b28e62f32bb4ff50a7820b010574f2367088748213e0195c18866174c8f3906d36ff388958120adc145ebfd0a996f2c99479efaf1457003f410214064df9ed9c526e456138f193063efa2465eb0ee13a91e991cedd0c9eaf9a1e9889f7d6f533209e79931ecdec6f605057e478361f38d138cfbbd54dd17e0071adb0a527fb8b786ad129b4034f2dc097e1;f631074bd5aaf521725c9bf1af4685ba8876dcc3d328c772d7dcbb8092c0e7d3df51eb09cb8b5c8dd3570322b97d91e2ac266c169d4245c4cb4b751d29538a9ed1a0a147e161ab72888cf7d1d09ab27511e6722aaa193978f0da254456fc6bbd6d0b5a3adc15bc5accd052c0cda8500f0d90d412fa9b58151a110d63c76b9b1d;dc881a1c23bfc62d1d6f969b186dc993531f103c569cda630df6340ca8781e8766ff96cd5fb9191935165c3e9e723ccea462500bec8770a2cd2d47384be44c01681756b488a7e4e2311ee3f5c9628627aec362af46c83935b79cade7cc70b2c59c91fc400b80c3d97b4af393cc08ba0d6e88e98eb5330e510af3be4c0a7ee785;238357462;
6;d08cf5fdd348ac233e3e8a42f3df51c55b231d101f0be7d093ceddf9baa93d42dac4f64fc6904798aa67205de19d817ddc6479af37a2505a141a44b91aeda66c445664ae42b4321e3324d01592c8cace6fa3d31d533c02f120f214d96ff6edd5d690ec07534d872a219a29b025aa970f8b0172a54a40bca3458f1a2519e0f42878cfb841afef772f82a9d39b1e62892ad47d958dc2ae181cde45af980857d043ff824815c6e61e93cb78ba499674faa6068222b0c389bef0328192413948930647e0746939b2e508e73098b3b9b90a7a93a54840f45c0a6d170fc427e55fa8b07438d1e88633d5d32b6da2f05630e5506634ef8f92af7b3e3f15010213531a89;10001;124c2bd107569af3c4a44c112fc06a363c96ca17fe0157676f7078fd4e29471cb4810f735462984586bde1931b166ca414502475011696a2309d5566403c959b6e2b7e4de3c0579d5ab3622662688792b12cd87afc3089b98a40731fd8b8fb890578559d16ebf86df3e0c8c391aa73f28329af5b5d366cd68e65cdcf6f83d328094e6bf20f9ccc9ad37029ecdf24c289eed996c6da58583d2c3c050dbd850f585b531a8fe559c4aa94bfd4d44dfe0d99a3c3a512d5cf038332d273907f6dfd4e30e1cd95cc3b79b3d66f042cec6474b6d945f2b020bb47ae462d15315bcf96598b5b1018a662ab16d679bb903bc87f5bd279076f5a17dfa8246f08f009391a01;de7e850f3cf24ba3e4ddd4d1a956eb12ffa98915d449fc59c803acb79d35945f9785276f358ceea8f3503caca925187d6a6c274db20fbf03345a81b32fd9b7e56e2d00cda733cbb5d278829f0bc953edf00095e31a892dbcc9f93df5a9838d69fe0a0ad9eddc8aba186ae1336a936121dabf82baa25f97745b9b0092d8d2b629;eff4e52c69f50eb6442cd0596496b7b4ee67b30c9578eb2a720232e1ba865e8e5c4251c21609c277a5eb56292246e87e90a1909a3c66f9815306d04fede59b744699f6e024d3c83c8bffd40361356285f626b3b2e9c9f079e6e50b4bec367a805a5fc69fe480e669692df0eeb98a5236d553ae8767216b9447c6b234e5dc0d61;248286687;
7;a2dd90960fd88c862efbcdba3b5eaa5379c3c456fe37226a6059a8188946c8fbbcdd33605a2118c36b66d808bec95ddcec703ce362d6043c30eeab9d75239ec9efb9b85d6e0c2dc4d357d47f33db04b8b093e8418f1660faccdea3a8dd6caa8d9580669bf44c9ac2b99cced745eb482a87aacfdb19af4fb951e401b30e4b8ff9352aa7c5e9911ce90bdad589f0140097a0b437b477304293ac8eadad7a24e63367b49b9c88e60684360b62ec081384b48e3954691bb8c50cdabbd187ef125cd5f26f851f0761f6fa9af2a95d653c7bd694075cc326ec6f2ddef6bffaf3081257f01d579c2be6bad831a3ac2243d9a4f42349ee2c4891d6ea538f7feab24ea707;10001;a088303a19c8634ae808bf11afef7187f25faaa9eccdbf9886fc189a86c544da0da12340f7d5e3a8cbb6857ea93fa6cb5a2a8f79ba3425dc8686da95cb9e9ea78129d8b60f00e6243a053aa95f1da51bbec12b8f6350b5aac0413ba3f90d6157496354c0a81ed1f4da2bdc1d89078f0c8cc92b3455aeddb0572d9d173721f7f8238b519b56aea4f41bf7836d426a6c4c9d525aac1777e231430f33c4565171f83cda29f292fbbf2d7c4fbb08946d5e5cd56f226317b919ca13b07bc7a2d89f59194c64ecf8739d20f3be78a4b8db7ae1038f40b0e168779b3bd5fda9dc52888ed6d9344657cabd97385dca321bddb968238df130ba62ad135419fcf46f282291;cd44da419a2546a2f10e8a51bc33a53929b75403a03fbf51a99a8e7fbbcb1a1965894e5141da293192abb32a35bdd139dcd3bae43e23d03f8f13cad2fe6d97492767ac19a99e03f94ec2deb9f9fd1d1899bd1e98e28f1e24fdc25c59590371f7f208ab3bab86b43c79d0828a47a4b0ca1ee9b10701f82cc0dd7aab9b3a2961c3;cb1de3df9181ffd7a934757e52f694133398ffb0fd5945705b84281ae9433f3001f41c44e8c8270f96343721878dc00e9373ea26122354f674feefae7440bcd319ffb2f077d0d0908a297303288ac13850185f2f1e09890a6349cc94493e44b2b5c1a0f92bb2ae135e4607eab1303fa6be6bd6e7fe7c06184e0ace87deb06d6d;143995519;
8;a985da41ba9da28a9ef90952b859fcd033b9d5ca4826041d6631a55e5e4130686c72b593f0537b3ccd31dfea4550c447ef4732913d7c5f2f2bcd807803d1dfb028b1539b6906e859cff1e7cf14f6b0a416286bf935a979baeb97bb98c305c03ac5a08cbfde144140b5ebebbf3dde008236f82735bc5f034efe880bde6c294dcaa5f0d2f80a41eb501ca3d2fa03f23f1b99cc02ba230eca94a035396bfc5985d27b59f6e88b010b762d0f78677aacf15c4a5039dbee1138932dea92f060d47f7e67723bf060044a418be6d2afb1466da56d66c8f6cff625b510fa71bbedd12b42af23cc8d52b77ad4cba116538d8d410d77bcfb04581fa5c4bfd31e4108bb4bbd;10001;52c608cc0f52e90ac694d2f8910b5f6649db738851b23e501c962128f2dce1c61b2de77b54dd6e4f41e218734b652471fb63c84d22b897c170a1e718b2c4c7743c6a596888dfd69403f51a3b0301713ead930f25a00e206224a6f1f2a547299588e9dbcfd3a0103c8897a984b7b0ae8ee64844dcf81d6c8025c8480352ccd82e4f5f91963be53dba813e7ae67414cb295a6a2041763dfc2a82926818471f1fbbc81662e3c3d60a697ca47835eb74528fe35ecf84ca448dc64b840a5c6599622d8fb1033d26d1096b1415efe9689fce2a330d893212df26cc6e63691d1666c62be77e40d5f87535e6d7169965d4d5243f57782f1d16832e5902f4bec253784c1;d414e3924497d11417ffae4a6b87b208f4e5afa5c6f3c38eb8809bc66c8fb2d33f28999ae631e0edb75ccd1f25e1165948af49d273a2644e8c30654154f81eef04c0c4e6631bba1bbb6d81a7f798f6913e6c834baaecf05f95cb848c9f8d0069133a572ba4030f671fb7616c66d92131ee66d1dde3c6a29cf680dc8c6567d04f;cca0ca9d78e691c9d9b0764f79bbf71257f1a1942e07ae1f83e3e3f6147714d46ba9da4730a28216bd442a8f36c32ad99d6a422f28f33ead63b14ca801b3ddf1cd74e5c61146629c5cc0f6ec649ca4911a0d3f04021508f4081cd18865c9921fe653a1c38730fa0d4fc5fda2af72a4d04e863c6fa01f1e10dd2de414bf877433;358921571;
9;cd3443dd2b745da8f09ee9a0c0a5b557584838117b722a380cee79cc90abecd614ab20e26b5e3a714debfc8a01186836dadd7dd0b272d641fbd81230699c8f45b0f0fc3dc4d24d1d733600239586316aaa0c8755c1845981b4ec1842ca1385035029281c781d24df253c41d3af42850e603b604c9eae3815c609d133a3f103aaa5028f9c886d937c68b0850b2cd8d04f54893f97bfa8a7ee3b6b818fb0908806070317dec5462a0bdf7bca57cb9f4e2c28f4d8f1545607e28dd7d6f2395396dea0c0bff65263bb03c1eff88b14746168eb9b9cb51b134158e82f6026dcacfdb987fbf5dbdbe05542f4d6817ccc09aa8fda6ae172d5a135239cd7f3395caa7ca7;10001;34f417cf2b378c33dc6425c5e5f0dd2afd0d25eadd004904cdd17c7cdd9880357e7feaac83287dcc5f5f567c066c55f851e2766534a78dc2d94a98e70559f15efa9a357d7b1d09e95fa1bfc76efe8222145fc74cc9f36d659b5a91a82a9d7ee5abf9f2efe5cf1f84b60726b589b490c174f3dd95e81ced3c312eb75dac20b5e10d012aa779422cf8c579dc57bdaa42f4161018482e7799cea57f23e38396535a8e82c5d941a0f2d8af1e5ee7de9babfa155374557ac2173ba8aeda28366e97efd194355e748cf5e3352251960cddca2548db3ce0091ccd76e18eb8a70c2c5c4006919b9be027b63924c8807d7607cd701005146b7bf3323123f4d3d80fb7549;e00d1e35b6506a2b65a4da94fe26db8b99fba9d23e58327941eb66f297f527cec112aff920fe5546009e1f353068a4e2650f81708521a44799a313ff0f0d8a32a30c8b5ea75916463dd181ba9765d644f7d85af60d3b711e9024b357fdff873391fc7be166751ba969dc64f7197aa77970c9883d440ee5b37ab31ec578f6d5d5;ea7724bcbd9f9c317d506bf37ce4cec3d59d984f743d333e3fc53ac90ffb2e11766b21f67b6ff7bed1323973897acccdbde0d6092dc9cb0e7b6f166670e43a3a7ff19e262bb769a46736d2f6c75a3e8f70f835f3470c832777af3687976bb35e70c41b137807581a775594cd87da483c79c78c4dc853da2669be436ccfd9da8b;295635816;
